==== DQN Training Boxes Positions ====

==== Episode 1 START ====
    Step 2 | Box 1 placed at (0, 3, 5) rot=5, size=(6, 3, 3)
    Step 3 | Box 2 placed at (5, 7, 0) rot=0, size=(3, 3, 6)
    Step 4 | Box 17 placed at (0, 5, 8) rot=4, size=(5, 5, 2)
    Step 5 | Box 37 placed at (2, 0, 8) rot=5, size=(5, 5, 2)
    Step 6 | Box 11 placed at (5, 7, 6) rot=0, size=(3, 3, 4)
    Step 7 | Box 41 placed at (8, 6, 3) rot=4, size=(2, 4, 4)
    Step 8 | Box 6 placed at (8, 0, 7) rot=4, size=(1, 10, 3)
    Step 16 | Box 47 placed at (0, 0, 0) rot=2, size=(2, 3, 4)
    Step 17 | Box 30 placed at (9, 1, 7) rot=4, size=(1, 7, 3)
    Step 18 | Box 38 placed at (0, 0, 8) rot=1, size=(2, 5, 2)
    Step 20 | Box 14 placed at (5, 6, 3) rot=2, size=(3, 1, 6)
    Step 25 | Box 7 placed at (7, 0, 3) rot=1, size=(1, 5, 3)
    Step 35 | Box 32 placed at (7, 3, 6) rot=2, size=(1, 3, 3)
    Step 40 | Box 0 placed at (9, 8, 7) rot=4, size=(1, 2, 3)
    Step 41 | Box 15 placed at (5, 5, 9) rot=4, size=(3, 2, 1)
    Step 47 | Box 9 placed at (9, 0, 0) rot=4, size=(1, 1, 3)
    Step 48 | Box 31 placed at (9, 0, 3) rot=4, size=(1, 1, 3)
    Step 49 | Box 49 placed at (7, 1, 9) rot=2, size=(1, 3, 1)
==== Episode 15 END ====
==== Episode 16 START ====
    Step 0 | Box 6 placed at (0, 0, 0) rot=3, size=(7, 7, 2)
    Step 1 | Box 13 placed at (6, 2, 2) rot=0, size=(3, 7, 3)
    Step 2 | Box 14 placed at (0, 2, 2) rot=1, size=(4, 3, 5)
    Step 3 | Box 33 placed at (5, 7, 5) rot=2, size=(5, 3, 4)
    Step 4 | Box 43 placed at (1, 2, 7) rot=3, size=(4, 5, 3)
    Step 5 | Box 12 placed at (0, 8, 0) rot=5, size=(5, 2, 5)
    Step 6 | Box 5 placed at (0, 8, 5) rot=0, size=(5, 2, 4)
    Step 8 | Box 0 placed at (9, 1, 0) rot=4, size=(1, 6, 5)
    Step 10 | Box 4 placed at (5, 3, 9) rot=4, size=(5, 5, 1)
    Step 13 | Box 1 placed at (0, 0, 7) rot=0, size=(1, 8, 3)
